Material,Material Description
800000002388,JB Jig for JMTHY
800000002389,Cistern
800000002390,"SS Screw 2"""
800000002391,"1 1/4""(32mm) flexible PVC conduit"
800000002392,"3/4""(19mm) flexible PVC conduit"
800000002393,"1"" china saddle"
800000002394,M Seal
800000002395,Araldite
800000002396,105mm Cutting wheel
800000002397,Rachet toolbox  4mm-14mm
800000002398,Hand Doors + Controller + Side Panels
800000002399,pipe wrench 18''
800000002400,"pipe wrench 24"""
800000002401,Monkey plier Length-300MM
800000002402,Allenkeylong(90'C)shorthead1.5mm to 10mm
800000002403,Allenkeylong(100'C)shorthead1.5mm to10mm
800000002404,Allenkey extra long 1.5mm to 10mm
800000002405,"T- allen key set (6"" long) 1.5mm to 10mm"
800000002406,Allenkey 14mm
800000002407,"Combination plier 6"""
800000002408,Spirit level 225mm
800000002409,"Half round file (smooth+rough+medium)10"""
800000002410,"Round file (smooth) 5/16"""
800000002411,"Round file (smooth) 3/8"""
800000002412,Taper File (7'') Triangular 7''
800000002413,Drill bit(0.5 raising) 7-14mm
800000002414,Tapper Drill bit(3MM to 10MM)
800000002415,"Adjustable slide wrench 12"""
800000002416,"Adjustable slide wrench 8"""
800000002417,Adjustable slide wrench 6''
800000002418,Ring Spanner 6-32mm
800000002419,Ring Spanner 1/8-3/4 inch
800000002420,Open end spanner 6-22mm
800000002421,Open end spanner 6-32mm
800000002422,"Bearing puller external 6"""
800000002423,Steel tape 30Mtr
800000002424,"Screw Driver 6x12"""
800000002425,"Screw Driver 6X10"""
800000002426,Torque wrench( 1-10 Nm)
800000002427,Reversible ratchet Spanner 10MM
800000002428,Reversible ratchet Spanner 12MM
800000002429,Reversible ratchet Spanner 19MM
800000002430,Circlip opener outer(pointed) 0.5mm
800000002431,Digital Vernier Caliper 6''
800000002432,"Steel Scale 12"""
800000002433,"Steel Scale 24"""
800000002434,"Steel Scale 48"""
800000002435,Grease gun 200gm
800000002436,"Hacksaw frame  6"""
800000002437,Hammer 150gm
800000002438,Adjustable tap handle 12''
800000002439,Magnetic V-block length-100mm
800000002440,"Screw Driver( 2""), Minus"
800000002441,"Screw Driver( 3"")Minus"
800000002442,"Screw Driver( 4"") Minus"
800000002443,"Screw Driver( 5"")Minus"
800000002444,"Screw Driver( 2""), Star"
800000002445,"Screw Driver( 3"") Star"
800000002446,"Screw Driver( 4"") Star"
800000002447,"Screw Driver( 5"") Star"
800000002448,Mini metal cutter
800000002449,"Drill press Vice (8"")"
800000002450,Torch light
800000002451,Open Spanner 8x10
800000002452,Open Spanner 10X12
800000002453,Inches thread tap set
800000002454,Ratchet Handle
800000002455,Empty tool box
800000002456,TOTEM HSS TAP-3MM
800000002457,TOTEM HSS TAP-4X.7
800000002458,TOTEM HSS TAP-5X.8
800000002459,HSS TAP SET TOTEM 6MM
800000002460,TOTEM HSS TAP-8X1.25
800000002461,HSS TAP SET TOTEM 10MM
800000002462,HSS TAP SET TOTEM 12MM
800000002463,Hakko Meter
800000002464,Magnetic stand dial gauge
800000002465,Digital Anemometer
800000002466,Wooden Almirah
800000002467,"Tap&DieToolsSet,Adj.tapWrench1/2""M3~M12"
800000002468,"PVC PIPE 3"""
800000002469,"PVC ELBOW 3"""
800000002470,"GI SCREW 2"" LONG"
800000002471,"PVC CLAMP 3"""
800000002472,5O  MM PVC FLEXIBLE PIPE
800000002473,Sednet cloth
800000002474,ISMB250
800000002475,Foundation Bolt 24mm dia
800000002476,Foundation Bolt 36mm dia
800000002477,MS Plate 12mm thk
800000002478,ST-GD-SS-GI-1000.00x2100.00
800000002479,ST-GD-DS-GI-1800.00x2100.00
800000002480,ST-FD-UL-TR 120 Min-SS-GI-900.00x2100.0
800000002481,ST-FD-UL-TR 120 Min-SS-GI-1000.00x2100.0
800000002482,32 Amps 4 Pole MCB
800000002483,40 Amps 100ma ELCBO
800000002484,Toe Jacks (Return spring standard type)
800000002485,Plywood – 12mm
800000002486,Plywood – 6mm
800000002487,Plywood – 6mm
800000002488,Sunmica
800000002489,Fevicol
800000002490,Half Round Bit
800000002491,"TWO WAY CONNECTION 1/2"" FEMALE"
800000002492,"FOUR WAY CONNECTION 1/2"" FEMALE"
800000002493,MALE PLUG FOR 12MM PU TUBE
800000002494,MALE PLUG FOR 10MM PU TUBE
800000002495,MALE PLUG FOR 08MM PU TUBE
800000002496,"Connector - 3/4"" male to 1/2"" female"
800000002497,"Connector - 1"" male to 1/2"" female"
800000002498,"Connector - 1/2"" male to 1/2"" male"
800000002499,C clamp (100 x 75 mm)
800000002500,Needle nose miniature plier
800000002501,Socket hex driver set
800000002502,Camera repair kit tool set
800000002503,Wire gauge
800000002504,Vibration tester
800000002505,Watch maker(screw driver)
800000002506,Back Tabbing Jig(12 Cell-3BB/4BB)
800000002507,6 Module M.S. Box
800000002508,Seat Cover
800000002509,160 mm dia SWR pvc pipe
800000002510,90 bend SWR 160 mm dia
800000002511,100 mm dia SWR pvc pipe
800000002512,90 bend SWR 100 mm dia
800000002513,"""T"" SWR 100 mm dia"
800000002514,Bed
800000002515,Polyurethane sealant of Sika
800000002516,Cable Gland 38mm Double Compressor
800000002517,Cable Gland 43mm Double Compressor
800000002518,Cable Gland for  1 × 185 YY 25 mm PVC
800000002519,Cable Gland for  2 × 35 YY 15 mm PVC
800000002520,Lugs - Copper Flat type 16 Sqmm
800000002521,Lugs - Aluminium 25 Sqmm
800000002522,Anchor Fastner 16 mm dia 220 mm long
800000002523,8Way IP43 SPNDB
800000002524,25 Amps 2 pole 300mA RCCB
800000002525,CRCA Sheet Steel Enclosure
800000002526,1100 Volts Rubber mat
800000002527,"2½"" UPVC Pipe"
800000002528,"2½"" UPVC Socket"
800000002529,"2½"" UPVC Ball Valve"
800000002530,"1½"" UPVC Clump"
800000002531,"1½"" S.S. Screw"
800000002532,"1¼"" UPVC Socket"
800000002533,"1¼"" UPVC Elbow"
800000002534,"1¼"" UPVC Clump"
800000002535,Hand Pallet Truck 2.5 ton (1600 mm)
800000002536,Battery Operated Hand Pallet (BOPT)
800000002537,RH Meter-Temperature & Humidity Checking
800000002538,Digital Weighing Machine 15 Kg
800000002539,Funnel (Big) for IPA & Flux Transfer
800000002540,Knief Holder (KDS Make)
800000002541,Spilage Tray for IPA & FLUX Storage
800000002542,FIRE EXTINGUISHER CO2 TYPE 9kg
800000002543,FIRE EXTINGUISHER DCP TYPE 9kg
800000002544,FIRE EXTINGUISHER DCP TYPE 4kg
800000002545,FIRE EXTINGUISHER CLEAN AGENT TYPE 4kg
800000002546,FIRE EXTINGUISHER SAND BUCKET TYPE 10kg
800000002547,FIRE EXTINGUISHER WATER CO2 TYPE 50LTRS
800000002548,Camera 28 Megapixel
800000002549,16 Sqm Pin Type Cu. Lugs
800000002550,8 × 0.5 SQ MM CABLE
800000002551,2.5 Sqmm Elmex End Cap
800000002552,Elmex connector end lock
800000002553,MCB 6 Amps C curve single pole
800000002554,MCB 6 Amps C curve Double pole
800000002555,110 VDC Aux Relay
800000002556,Aux Contactor Coil Voltage 230VAC CAT 
800000002557,Add on block MX0 Contactor 2NO+2NC
800000002558,24 VDC Aux. Relay
800000002559,Heat shrinkable PVC sleeve 150 × 6mm
800000002560,Acrylic Sheet of  1mtr × 1mtr × 6mm
800000002562,Sika Floor 291 scratch coat 2+1 mm
800000002563,PVC Number Ferrules 0-9 1.5 Sqmm Cable
800000002564,Nipple Socket
800000002565,1/2' S S Socket
800000002566,20 x 12.5 reducing socket
800000002567,NG Module Trolley
800000002568,Wheel 4” dia Nylon with lock
800000002569,Cabinet Type DIDW Fans 2700 CFM @25mm WG
800000002570,Pad Red
800000002571,Disk Pad
800000002572,Sheet Metal Screw
800000002573,Water Drainage Pipe
800000002574,Fastener
800000002575,Plywood - 18 MM
800000002576,Aluminium Double opening door
800000002577,Body for Ashok Leyland Truck
800000002578,SAP Shop floor License
800000002579,SAP Professional License
800000002580,Cable - 4C X 185Sq mm CU XLPE
800000002581,Cable - 4C X 35Sq mm CU XLPE
800000002582,Cable Termination-4C X 185  2XFY
800000002583,Cable Termination-3C X 150  2XFY
800000002584,Cable Termination-3C X 50  2XFY
800000002585,Cable Termination-4C X 35  2XFY
800000002586,Cable Termination-4C X 16  2XFY
800000002587,Cable Termination-4C X 4 2XWY
800000002588,Cable Termination-4C X 2.5 2XWY
800000002589,Cable Termination-1 x 185 YY
800000002590,Cable Termination-1 x 35 YY
800000002591,Cable Termination-1 x 16 YY
800000002592,Cable Termination-3 x 6 PVC YY
800000002593,Cable Termination-4 x 6 PVC YY
800000002594,Cable Termination-19X1.5 2XFY
800000002595,Cable Termination-NYVYN CABLE SIZE 00
800000002596,Cable - 3C X 150Sq mm CU XLPE  (1.1KV)
800000002597,Cable - 3C X 50Sq mm CU XLPE  (1.1KV)
800000002598,HSD V5015 SEL 2100X2400 MM
800000002599,Component & IC Tester Component LCD
800000002600,PVC Flexible Pipe 25 mm
800000002601,10X 75 mm GI Nuts
800000002602,Rubber Cube (MS Pallet)
800000002603,IFM Module addressing tools
800000002604,GI BOLT M8 X 75 MM
800000002605,GI NUT M8
800000002606,25MM PVC Long Bend
800000002607,25mm PVC Flexible Conduit White Colour
800000002608,32mm PVC Flexible Conduit White Colour
800000002609,Shoe Cover
800000002610,500LPH Automatixc RO+UV plant
800000002611,PH and TDS meter
800000002612,Hand held Temp & humidity Meter
800000002613,"Vane Anemometer,Large surface anemometer"
800000002614,Lux Meter
800000002616,SS railing fixed on Glass
800000002618,Pick Up Van
800000002619,"4.01 pH Value @25°C, 500 mL bottle"
800000002620,"7.01 pH Value @25°C, 500 mL bottle"
800000002621,10.01 pH (@25°C) SCS 500 mL bottle
800000002622,"1413 µS/cm EC value @25°C, 500 mL bottle"
800000002623,"Cleaning Solution, 500 mL bottle"
800000002624,Electrode storage solution 500 mL bottle
800000002625,Stand 6Ft Powder coated
800000002626,Trolley wheel 200x50mm
800000002627,6 Module PVC face cover
800000002628,25mm × 4 Way PVC Surface Junction Box
800000002629,PVC Duct (50 × 50)mm
800000002630,300 mm hume pipe (NP3) with coller
800000002631,"4"" Paint Brush"
800000002632,"3"" Paint Brush"
800000002633,19mm Duct Insulation Fire Retardant
800000002634,5A 3 Pin Top
800000002635,Waste Cloth
800000002636,Emery Cloth
800000002637,Jute Brush
800000002638,65mm elbow (G.I)
800000002639,65mm MTA(UPVC)
800000002640,65mm FTA(UPVC)
800000002641,65mm elbow (UPVC)Push Type
800000002642,65mm socket(UPVC)
800000002643,65mm union (UPVC)
800000002644,65mm pipe clamp(G.I)
800000002645,"Toughned, 5mm glass"
800000002646,"Foam tape, single adhesive"
800000002647,Surface mounted door cordinator
800000002648,Mortise dead lock
800000002649,"Gasket, Fire rated"
800000002650,Surface door closer
800000002651,Mortise sash lock
800000002652,Course Sand
800000002653,Sikafloor 290 Primer
800000002654,Desk let Chair
800000002655,MS Plate 2 mm
800000002656,Automatic Drain Valve
800000002657,Maxtreat 9002SI
800000002658,Sodium biCarbonate
800000002659,Mobil
800000002660,Manual Sweeping Machine
800000002661,25mm thick insulation
800000002662,GI Sheet Covering
800000002663,Electric Kettle
800000002664,FILL SHT MX75-8.1 LEV P85-4289-9
800000002665,FILL SHT MX75-8.1 LEV P85-4289-10
800000002666,FILL RETAINER CAP P85-3030-1 PP
800000002667,FILL RETAINER CAP P85-3030-14 PP
800000002668,FILL RETAINER CAP P85-3030-2 PP
800000002669,FILL RETAINER CAP P85-3030-15 PP
800000002670,FILL HANGER 2.7MM 05-2028-1 SS304
800000002671,CW-BASIN SUPT ASSY 99-3042-1 MS HMG
800000002672,PLATE 5MM 99-1006-1 MS HDG
800000002673,CASING RETAINER 99-3078-2 MS HMG
800000002674,BEAM 99-3028-1 MS HDG
800000002675,WATER DEFLECTOR 01-2017-1 MS HMG
800000002676,TIE ROD 12X1100 AR 06-2038 MS HDG
800000002677,TIE ROD 12X800 AL 06-2038 MS HDG
800000002678,TURN BUCKLE M12X150MM MS HDG W/O HOOK
800000002679,TUBE 50OD 1.7-2.1WT LG600MM  PVC
800000002680,TAP SCREW  NO14 X 25 P90-1093-2 MS EG
800000002681,S.T.NOZZLE 68-3738-039 PP
800000002682,SCREW HEX HD. M 6X 25 MS EG
800000002683,BOLT HEX HD M 6X 30 MS EG
800000002684,BOLT HEX HD M 6X 40 MS EG
800000002685,SCREW HEX HD. M10X 25 MS HDG
800000002686,SCREW HEX HD. M10X 30 MS HDG
800000002687,BOLT HEX HD M10X 90 MS HDG
800000002688,BOLT HEX HD M12X 40 MS HDG
800000002689,BOLT HEX HD M12X100 MS HDG
800000002690,BOLT HEX HD M10X 55 MS HDG
800000002691,WASHER SC M6 MS EG
800000002692,WASHER OSC M6 MS EG
800000002693,WASHER SEALING M6 80-1305-2 MS EG
800000002694,WASHER SC M10 MS HDG
800000002695,WASHER SC M12 MS HDG
800000002696,WASHER OSC M12 MS HDG
800000002697,WASHER LOCK M12 MS EG
800000002698,WASHER LOCK M10 MS EG
800000002699,SEALER - UNI-O-STRIP SPL 0.1/8 X 0.1/2
800000002700,KIT D/S 6Q I NBM INSERT
800000002701,Dosa Tawa
800000002702,Dosa Douge Table
800000002703,Dosa Miza Table
800000002704,S.S. Pallet
800000002705,Tilting Frying Pan
800000002706,Tilting Rice Boiler
800000002707,Single Unit Bulk Cooking Range
800000002708,Single Unit Sink
800000002709,Spice Trolley
800000002710,Chapati Rolling Table
800000002711,Chapati Cum puffer
800000002712,Idly Plant
800000002713,Idly Table
800000002714,Plate Landing Trolley
800000002715,5 Container bain marie
800000002716,Water Cooler
800000002717,Glass Landing Table
800000002718,Setting Dining Table
800000002719,Dahi Service Trolley
800000002720,Veg & Potato Rack
800000002721,Potato Peeler
800000002722,Vegetable Cutter
800000002723,Weight Grinder
800000002724,Vegetable Wash Sink
800000002725,Dounge Kinder
800000002726,Store Rack
800000002727,Platform Trolley
800000002728,Four Door Deep Fridge
800000002729,Store Bin
800000002730,Waste Plate Landing Trolley
800000002731,Dish landing Table
800000002732,Three Unit Sink
800000002733,Wall Shelf
800000002734,Dish Wash Rack
800000002735,Clean Pot Rack
800000002736,2 Way on/of valve Station-25NB
800000002737,100mm GI Perft Cable Tray with GI Cover
800000002738,2×1.5 Sqmm Copper Flexiblecable-Unshield
800000002739,Brass Ball Valve - 65mm
800000002740,MS Nipple - 65mm
800000002741,MS Threaded Socket
800000002742,CPVC MTA - 65mm
800000002743,CPVC Union - 65mm
800000002744,CPVC Ball valve - 65mm
800000002745,PVC  Elbow - 65mm
800000002746,Brass Float Valve - 65mm
800000002747,220-240 VAC Level Switch
800000002748,VARIABLE FREQUENCY DRIVE – 4 KW
800000002749,VARIABLE FREQUENCY DRIVE – 5.5 KW
800000002750,VARIABLE FREQUENCY DRIVE – 15 KW
800000002751,40mm UPVC Pipe (Plumbing)
800000002752,"1½"" PVC Ball Valve"
800000002753,"1½"" PVC MTA"
800000002754,"2"" PVC MTA"
800000002755,"2""/1½"" PVC Reducer Socket"
800000002756,"1½"" PVC Union"
800000002757,"1½"" PVC Socket"
800000002758,"1½"" GI Hook"
800000002759,"1½"" Steel Plug"
800000002760,3 Phase Thyristor Power Controller-15KW
800000002761,UPVC Elbow - 65mm
800000002762,UPVC FTA - 25mm
800000002763,UPVC Reducer Tee-65 to 40mm
800000002764,UPVC Tee - 65mm
800000002765,Zinc Oxide (Plumbing)
800000002766,Float Valve - 25mm
800000002767,EM Lock
800000002768,MX002 L Plate for EM Lock
800000002769,Four Door Controller
800000002770,Anchor fastner 8mmX75mm
800000002771,PICV with Ball Valve and Strainer 
800000002772,"Cable3CoreX1.5mm2,flex. cooper conductor"
800000002773,"Cable4CoreX2.5mm2,flex. cooper conductor"
800000002774,HOLDER STRIP
800000002775,Screw (35x8)
800000002776,19mmPVC Flexible pipe white/Ivory colour
800000002777,Pvc Swr Pipe D/S 110MM x 4ft Type-A
800000002778,Pvc Swr Pipe D/S 160MM x 10ft Type-A
800000002779,Pvc swr pipe 160mm x 4ft D/S Type - A
800000002780,"2½"" suprime screw"
800000002781,"Upvc Pipe Sch-40 Ast  2""x 3mts"
800000002782,"Upvc Pipe Sch-40 Ast  1.5"" x 3M"
800000002783,"Upvc Pipe Sch-40 Ast  1-1/4"" X 3 M"
800000002784,"Upvc Pipe Sch-40 Ast  1"" x 3M"
800000002785,"Upvc Pipe Sch-40 Ast  3/4""X 3 Mtr"
800000002786,"Upvc Pipe Sch-40 Ast  3""x 3mtr"
800000002787,"Upvc Pipe Sch-40 Ast  2.5"" x 3m"
800000002788,"Upvc Tee Ast Sch-40 (3"")"
800000002789,"Upvc Tee Ast Sch- 80 3"" x 2.5"""
800000002790,"Upvc Tee Ast Sch-80 2.5""x 2 """
800000002791,"Upvc Tee Ast Sch-40 (1""x3/4"")25x20mm"
800000002792,"Upvc Elbow 90* Aq Sch-40 2"""
800000002793,"Upvc Elbow 90* Aq Sch-40 1.5"""
800000002794,"Upvc Tee Ast Sch-40 (1"")25mm"
800000002795,"Upvc Elbow 90* Aq.Sch-40, 1"""
800000002796,"Upvc Cap Aq Sch-40 1.5"""
800000002797,"Upvc Cap Aq Sch-40 1-1/4"""
800000002798,"Upvc Cap Aq Sch-40 1"""
800000002799,"Upvc Cap Aq Sch-40 2"""
800000002800,"Upvc Coupler Aq Sch-40 (2"") 50mm"
800000002801,"Upvc Coupler Aq Sch-40 (1.5"") 40mm"
800000002802,"Upvc Coupler Aq Sch-40 (1-1/4"")32mm"
800000002803,"Upvc Coupler Aq Sch-40 (1"")25mm"
800000002804,"Upvc Coupler Aq Sch-40 (3/4"") 20mm"
800000002805,"Upvc Coupler Aq Sch-40 (1-1/4"") 32mm"
800000002806,Pvc swr pipe 160mm x10 ft D/S Type - A
800000002807,"Pvc Swr MULTI FLOOR TRAP 4"""
800000002808,PVCSWR VENT COWL 160 MM
800000002809,Pvc Swr Vent Cowl (Ringfit) 110MM
800000002810,Motorized Valve / actuator
800000002811,JIG for EL 260
800000002812,JIG for EL 200
800000002813,JIG for EL 150
800000002814,JIG for EL 100
800000002815,JIG for EL 60
800000002816,JIG for EL 50
800000002817,JIG for EL 40
800000002818,JIG for EL 30
800000002819,JIG for EL 20
800000002820,JIG for EL 10
800000002821,24 Vdc Relay Base
800000002822,Probes
800000002823,ACC Block/Brick
800000002824,Dia12mm Bullet
800000002825,Dia10mm Bullet
800000002826,Dia10mm nut
800000002827,"½"" Polythine Conduit Pipe"
800000002828,"¾"" Polythine Conduit Pipe"
800000002829,FP MCB BOX
800000002830,GI Wire (18 SWG)
800000002831,"1/4"" short piece"
800000002832,"1"" FTA"
800000002833,"1 1/2"" R Socket"
800000002834,"1 1/2"" NVR Pilot"
800000002835,"1 1/2"" NVR Ramik"
800000002836,"3/4"" socket"
800000002837,"3/4"" end cap"
800000002838,"3/4"" pvc pipe"
800000002839,16 Amps DP RCBO with 30ma
800000002840,16 Amps FP RCBO with 30ma
800000002841,1 inch MS Socket
800000002842,25 mm Dia Right angle MS Elbow
800000002843,65 mm Dia Right angle MS Elbow
800000002844,Air Curtain
800000002845,32mm PVC Casing & Caping 28/10 ivory
800000002846,50x50x6mm MS Angle
800000002847,200 x 75mm MS Channel
800000002848,FLUSH ANCHOR HKV M12 X50
800000002849,1-2 Modular GI Box
800000002850,3'' upvc long  tank connector
800000002851,3'' upvc socket
800000002852,2.5''/2'' upvc boos
800000002853,1¼'' / ¾'' upvc boos
800000002854,80 mm upvc pipe
800000002855,80 x 65 mm upvc boos
800000002856,"2"" UPVC pipe"
800000002857,"2½"" × 2"" UPVC  REDUCER"
800000002858,"1½"" × 2"" UPVC  REDUCER"
800000002859,"2"" UPVC MTA"
800000002860,"1½"" × 1¼"" UPVC  REDUCER"
800000002861,"2"" UPVC socket"
800000002862,"2"" UPVC Elbow"
800000002863,"1¼"" GI Tank Pen connector"
800000002864,"2"" GI Tank Pen connector"
800000002865,"2½"" GI Tank Pen connector"
800000002866,"1¼"" Hook"
800000002867,Pallet Storage System
800000002868,Glass Sensor Door Operator
800000002869,Bottom Ash
800000002870,125mm Butterfly Valve
800000002871,150mm Balancing Valve
800000002872,65 MM MS CLASS C PIPE
800000002873,Steel Hand Trolley
800000002874,Auto Layup Machine DB 100 M4000
800000002875,Lift Conveyor
800000002876,Transfer Conveyor
800000002877,Tab&Stringer soldering mch(Dual Track)
800000002878,Steel Ring
800000002879,Steel Chain
800000002880,Nose fastner Aluminium
